equipment_id,equipment_eq_id,equipment_name,department,wo_id,audit_item,status,due_date,work_performed_by,labor_time,material_cost,downtime_hours,completed_datetime,comments,attachments
36,EQ ID 36,Air compressor 75 HP,,7579,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,11/11/2023,Max,1.00,0.00,0.00,11/7/2023,Maksim Bushka - 11/07/23 10:15:55 AM: Performed regular maintenance.,[]
36,EQ ID 36,Air compressor 75 HP,,7942,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,12/7/2023,Max,1.00,0.00,0.00,11/8/2023,,[]
36,EQ ID 36,Air compressor 75 HP,,8128,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,12/27/2023,Max,1.00,0.00,0.00,1/2/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,9504,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,2/2/2024,Max,1.00,0.00,0.00,1/31/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,10208,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,3/2/2024,Max,1.00,0.00,0.00,3/1/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,30,"Major Service; Every 24th-Month $3,805 Per Visit
? Same As The Above Minor Service
? Replace Air/Oil Separator Element
? Replace Ultra Coolant Compressor Lubricant
? Grease Fan & Main Motor Bearings (If applicable)
? Advise of Any Issues",Closed and Completed,3/18/2024,Max,1.00,0.00,0.00,3/4/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,10600,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,4/1/2024,Max,0.45,0.00,0.00,4/1/2024,Maksim Bushka - 04/01/24  2:47:31 PM: Replaced 4 rollers on a drywall cart.,[]
36,EQ ID 36,Air compressor 75 HP,,10883,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,5/1/2024,Max,1.00,0.00,0.00,4/30/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,11476,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,5/30/2024,Max,0.00,0.00,0.00,5/14/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,11906,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,6/30/2024,Max,0.30,0.00,0.00,6/6/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,12064,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,7/10/2024,Max,1.00,0.00,0.00,7/9/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,12368,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,8/12/2024,Max & Primo,1.00,0.00,0.00,8/6/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,12681,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,9/6/2024,Max & Primo,1.00,0.00,0.00,9/5/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,12984,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,10/6/2024,Max,1.00,0.00,0.00,10/14/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,13405,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,11/14/2024,Max,1.00,0.00,0.00,10/29/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,13914,"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",Closed and Completed,11/25/2024,Max,1.00,0.00,0.00,12/2/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,13639,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,11/29/2024,Max,1.00,0.00,0.00,12/2/2024,,[]
36,EQ ID 36,Air compressor 75 HP,,13943,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,1/2/2025,Max,1.00,0.00,0.00,1/7/2025,Maksim Bushka - 01/07/25  1:50:49 PM: Replaced 4 AA batteries,[]
36,EQ ID 36,Air compressor 75 HP,,14282,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,2/7/2025,Max,1.00,0.00,0.00,2/3/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,14611,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,3/7/2025,Max,1.00,0.00,0.00,3/3/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,14925,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,4/3/2025,Max,1.00,0.00,0.00,4/1/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,15257,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,5/2/2025,Max,1.00,0.00,0.00,5/2/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,13942,"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",Closed and Completed,6/2/2025,Max,1.00,0.00,0.00,5/8/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,15652,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,6/6/2025,Primo & Max,2.00,0.00,0.00,6/12/2025,Maksim Bushka - 06/12/25  3:13:37 PM: Cleaned up with washer pressure.,[]
36,EQ ID 36,Air compressor 75 HP,,16070,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,7/12/2025,Max,1.00,0.00,0.00,7/11/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,16414,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,8/15/2025,Max,0.30,0.00,0.00,8/13/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,16755,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed without Action,9/20/2025,Max,0.00,0.00,0.00,9/8/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,16934,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,10/8/2025,Max,0.00,0.00,0.00,9/30/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,17101,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed and Completed,10/30/2025,Max,0.00,0.00,0.00,10/21/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,15748,"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",Closed without Action,11/14/2025,Max,0.00,0.00,0.00,10/31/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,17398,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed without Action,11/21/2025,Max,0.00,0.00,0.00,11/19/2025,,[]
36,EQ ID 36,Air compressor 75 HP,,17747,"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",Closed without Action,12/19/2025,Sean Jennings,0.00,0.00,0.00,12/22/2025,Sean Jennings - 12/22/25 10:04:00 AM: Equipment is no longer operational. Will delete work orders associated with this piece of equipment once it is removed from the facility.,[]
36,EQ ID 36,Air compressor 75 HP,,10644,"Major Service; Every 24th-Month $3,805 Per Visit
? Same As The Above Minor Service
? Replace Air/Oil Separator Element
? Replace Ultra Coolant Compressor Lubricant
? Grease Fan & Main Motor Bearings (If applicable)
? Advise of Any Issues",Closed and Completed,3/5/2026,Sean,0.00,0.00,0.00,3/12/2026,Sean Jennings - 03/12/26 12:13:17 PM: Scrapped on 1/26/2026,[]
36,EQ ID 36,Air compressor 75 HP,,17532,"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",Closed without Action,4/30/2026,Max,0.00,0.00,0.00,5/5/2026,Maksim Bushka - 05/05/26  3:10:06 PM: We have replaced that compressor.,[]
